Product ID,Product Code,Product Name,Brand,Category,Current Price,Original Price,Currency,Description,Available Sizes,Available Colors,Stock Status,Main Image URL,Additional Images,URL,Scraped At,Page Title
B75807,B75807,サンバ OG / Samba OG,Adidas,Men's Shoes,,,¥,サンバ OG / Samba OGのお買い求めはアディダス公式オンラインショップで。[adidas公式通販】なら30日以内返品可能（一部商品を除く)。会員登録で10% OFFクーポンプレゼント。,"22.0cm, 22.5cm, 23.0cm, 23.5cm, 24.0cm, 24.5cm, 25.0cm, 25.5cm, 26.0cm, 26.5cm, 27.0cm, 27.5cm, 28.0cm, 28.5cm, 29.0cm, 29.5cm, 30.0cm, 30.5cm, 31.0cm, 31.5cm, 32.0cm, 32.5cm, 33.0cm, 33.5cm, 34.5cm, 35.5cm, 36.5cm",,In Stock,https://adl-foundation.adidas.com/flags/1-2-1/jp.svg,,https://www.adidas.jp/%E3%82%B5%E3%83%B3%E3%83%90-og-samba-og/B75807.html?pr=glpmen_rr&slot=1&rec=ds,2025-07-14 18:23:21,アディダス サンバ OG / Samba OG - ブラック | アディダス ジャパン
